name,country,result,event,male_offspring,female_offspring,source,comment,result_source
Stephen Kiprotich,Uganda,2:08:01,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Abel Kirui,Kenya,2:08:27,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Wilson Kipsang Kiprotich,Kenya,2:09:37,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Mebrahtom Keflezighi,United States,2:11:06,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Marilson Dos Santos,Brazil,2:11:10,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Kentaro Nakamoto,Japan,2:11:16,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Cuthbert Nyasango,Zimbabwe,2:12:08,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Paulo Roberto Paula,Brazil,2:12:17,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Henryk Szost,Poland,2:12:28,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ruggero Pertile,Italy,2:12:45,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Viktor Röthlin,Switzerland,2:12:48,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Oleksandr Sitkovskyy,Ukraine,2:12:56,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Franck De Almeida,Brazil,2:13:35,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Aleksey Reunkov,Russia,2:13:49,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Wirimai Juwawo,Zimbabwe,2:14:09,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Michael Shelley,Australia,2:14:10,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Emmanuel Kipchirchir Mutai,Kenya,2:14:49,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Rachid Kisri,Morocco,2:15:09,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Yared Asmerom,Eritrea,2:15:24,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Dylan Wykes,Canada,2:15:26,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Raúl Pacheco,Peru,2:15:35,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Eric Gillis,Canada,2:16:00,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Dmitriy Safronov,Russia,2:16:04,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Carles Castillejo,Spain,2:16:17,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Iaroslav Musinschi,Moldova,2:16:25,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Marius Ionescu,Romania,2:16:28,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Reid Coolsaet,Canada,2:16:29,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Martin Dent,Australia,2:16:29,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Vitaliy Shafar,Ukraine,2:16:36,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Lee Merrien,Great Britain,2:17:00,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ignacio Cáceres,Spain,2:17:11,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Lee Duhaeng,South Korea,2:17:19,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Faustine Mussa,Tanzania,2:17:39,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
José Carlos Hernández,Spain,2:17:48,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Miguel Barzola,Argentina,2:17:54,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Urige Buta,Norway,2:17:58,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Grigoriy Andreev,Russia,2:18:20,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
José Amado García,Guatemala,2:18:23,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Daniel Vargas,Mexico,2:18:26,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ryo Yamamoto,Japan,2:18:34,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Jesper Faurschou,Denmark,2:18:44,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Kári Steinn Karlsson,Iceland,2:18:47,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Lusapho April,South Africa,2:19:00,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Mike Tebulo,Malawi,2:19:11,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Arata Fujiwara,Japan,2:19:11,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Primoz Kobe,Slovenia,2:19:28,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Guor Marial,Independent Olympic Athletes,2:19:32,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Luis Feiteira,Portugal,2:19:40,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Stephen Mokoka,South Africa,2:19:52,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Miguel Ángel Almachi,Ecuador,2:19:53,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ser-Od Bat-Ochir,Mongolia,2:20:10,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Pak Song-Chol,North Korea,2:20:20,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Kim Kwang-Hyok,North Korea,2:20:20,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Dong Guojian,China,2:20:39,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Anuradha Cooray,Sri Lanka,2:20:41,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Methkal Abu Drais,Jordan,2:21:00,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Mark Kenneally,Ireland,2:21:13,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Yonas Kifle,Eritrea,2:21:25,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ivan Babaryka,Ukraine,2:21:52,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Carlos Cordero,Mexico,2:22:08,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Scott Overall,Great Britain,2:22:37,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Pedro Mora,Venezuela,2:22:40,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Jeff Hunt,Australia,2:22:59,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Stsiapan Rahautsou,Belarus,2:23:23,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
César Lizano,Costa Rica,2:24:16,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Samson Ramadhani,Tanzania,2:24:53,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Jan Kreisinger,Czech Republic,2:25:03,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Mohammed Abduh Bakhet,Qatar,2:25:17,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Jussi Utriainen,Finland,2:26:25,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Arturo Malaquias,Mexico,2:26:37,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Wissem Hosni,Tunisia,2:26:43,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Tamás Kovács,Hungary,2:27:48,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Jang Sinkweon,South Korea,2:28:20,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Toni Bernadó,Andorra,2:28:34,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Marcel Tschopp,Liechtenstein,2:28:54,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Bekir Karayel,Turkey,2:29:38,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Chang Chia-Che,Chinese Taipei,2:29:58,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ram Singh Yadav,India,2:30:06,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Jean Pierre Mvuyekure,Rwanda,2:30:19,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Konstandinos Poulios,Greece,2:33:17,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Zohar Zimro,Israel,2:34:59,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Jeong Jinhyeok,South Korea,2:38:45,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Juan Carlos Cardona,Colombia,2:40:13,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Augusto Soares,Timor-Leste,2:45:09,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Tsepo Ramonene,Lesotho,2:55:54,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Li Zicheng,China,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ilunga Mande Zatara,DR Congo,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Darko Zivanovic,Serbia,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Gunther Weidlinger,Austria,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Abraham Kiprotich,France,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Patrick Tambwe,France,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Valerijs Zolnerovics,Latvia,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ali Mabrouk El Zaidi,Libya,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ryan Hall,United States,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Abdihakem Abdirahman,United States,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Getu Feleke,Ethiopia,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Dino Sefir,Ethiopia,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Samuel Tsegay,Eritrea,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ayele Abshero,Ethiopia,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Tayeb Filali,Algeria,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Rui Pedro Silva,Portugal,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Coolboy Ngamole,South Africa,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Abderrahime Bouramdane,Morocco,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Roman Prodius,Moldova,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Abdellatif Meftah,France,DNF,olympic_marathon_2012,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_marathon
Samuel Kamau Wanjiru, Kenya,2:06:32,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Jaouad Gharib, Morocco,2:07:16,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Tsegay Kebede, Ethiopia,2:10:00,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Deriba Merga, Ethiopia,2:10:21,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Martin Lel, Kenya,2:10:24,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Viktor Röthlin, Switzerland,2:10:35,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Gashaw Asfaw, Ethiopia,2:10:52,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Yared Asmerom, Eritrea,2:11:11,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Dathan Ritzenhein, United States,2:11:59,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ryan Hall, United States,2:12:33,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Mike Fokoroni, Zimbabwe,2:13:17,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Stefano Baldini, Italy,2:13:25,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Tsuyoshi Ogata, Japan,2:13:26,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Grigoriy Andreyev, Russia,2:13:33,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ruggero Pertile, Italy,2:13:39,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
José Manuel Martínez, Spain,2:14:00,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Francis Kirwa, Finland,2:14:22,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Lee Myong-Seung, South Korea,2:14:37,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Janne Holmén, Finland,2:14:44,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Abderrahim Goumri, Morocco,2:15:00,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Aleksey Sokolov, Russia,2:15:57,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Brian Sell, United States,2:16:07,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ottaviano Andriani, Italy,2:16:10,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Dan Robinson, Great Britain,2:16:14,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Deng Haiyang, China,2:16:17,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Abderrahime Bouramdane, Morocco,2:17:42,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Vasyl Matviychuk, Ukraine,2:17:50,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Lee Bong-Ju, South Korea,2:17:56,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Oleg Kulkov, Russia,2:18:11,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Paulo Gomes, Portugal,2:18:15,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Alex Malinga, Uganda,2:18:26,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Carlos Cordero, Mexico,2:18:40,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Ri Kum-Song, North Korea,2:19:08,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Henryk Szost, Poland,2:19:43,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
José Amado García, Guatemala,2:20:15,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
Yonas Kifle, Eritrea,2:20:23,olympic_marathon_2008,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_marathon
